ProductID	ProductName	ProductCategory	ProductSubCategory	ProductContainer	ProductBaseMargin
140003	Xerox 1933	Office Supplies	Paper	Small Box	0.38
695399	Xerox 1934	Office Supplies	Paper	Small Box	0.36
421821	Xerox 1935	Office Supplies	Paper	Small Box	0.39
229862	Xerox 1936	Office Supplies	Paper	Small Box	0.38
629734	Xerox 1937	Office Supplies	Paper	Small Box	0.37
712459	Xerox 1938	Office Supplies	Paper	Small Box	0.37
473902	Xerox 1939	Office Supplies	Paper	Small Box	0.37
175765	Xerox 194	Office Supplies	Paper	Small Box	0.37
385812	Xerox 1940	Office Supplies	Paper	Small Box	0.36
569266	Xerox 1941	Office Supplies	Paper	Small Box	0.37
484348	Xerox 1947	Office Supplies	Paper	Small Box	0.40
177660	Xerox 1948	Office Supplies	Paper	Small Box	0.40
195368	Xerox 1949	Office Supplies	Paper	Small Box	0.36
1022569	Xerox 195	Office Supplies	Paper	Small Box	0.37
120598	Xerox 1950	Office Supplies	Paper	Small Box	0.36
528466	Xerox 1951	Office Supplies	Paper	Small Box	0.40
761140	Xerox 1952	Office Supplies	Paper	Small Box	0.38
762620	Xerox 1953	Office Supplies	Paper	Small Box	0.40
258761	Xerox 1954	Office Supplies	Paper	Small Box	0.40
570116	Xerox 1959	Office Supplies	Paper	Small Box	0.37
552704	Xerox 196	Office Supplies	Paper	Small Box	0.36
1073132	Xerox 1961	Office Supplies	Paper	Small Box	0.38
857575	Xerox 1962	Office Supplies	Paper	Small Box	0.40
191428	Xerox 1963	Office Supplies	Paper	Small Box	0.40
209703	Xerox 1964	Office Supplies	Paper	Small Box	0.39
1017681	Xerox 1966	Office Supplies	Paper	Small Box	0.36
712492	Xerox 1968	Office Supplies	Paper	Small Box	0.37
1021964	Xerox 197	Office Supplies	Paper	Small Box	0.40
59843	Xerox 1971	Office Supplies	Paper	Small Box	0.40
524385	Xerox 1972	Office Supplies	Paper	Small Box	0.40
315030	Xerox 1973	Office Supplies	Paper	Small Box	0.39
183960	Xerox 1974	Office Supplies	Paper	Small Box	0.36
940944	Xerox 1976	Office Supplies	Paper	Small Box	0.37
598592	Xerox 1977	Office Supplies	Paper	Small Box	0.37
971876	Xerox 1978	Office Supplies	Paper	Small Box	0.36
538069	Xerox 1979	Office Supplies	Paper	Small Box	0.40
1014815	Xerox 198	Office Supplies	Paper	Small Box	0.38
47324	Xerox 1980	Office Supplies	Paper	Small Box	0.40
295902	Xerox 1981	Office Supplies	Paper	Small Box	0.40
384417	Xerox 1982	Office Supplies	Paper	Small Box	0.39
333937	Xerox 1983	Office Supplies	Paper	Small Box	0.36
345717	Xerox 1984	Office Supplies	Paper	Small Box	0.36
780990	Xerox 1985	Office Supplies	Paper	Small Box	0.37
1054832	Xerox 1986	Office Supplies	Paper	Small Box	0.37
339779	Xerox 1988	Office Supplies	Paper	Small Box	0.40
371815	Xerox 1989	Office Supplies	Paper	Small Box	0.38
721136	Xerox 199	Office Supplies	Paper	Small Box	0.40
621870	Xerox 1991	Office Supplies	Paper	Small Box	0.39
988897	Xerox 1992	Office Supplies	Paper	Small Box	0.36
981266	Xerox 1993	Office Supplies	Paper	Small Box	0.36
250992	Xerox 1994	Office Supplies	Paper	Small Box	0.37
155203	Xerox 1995	Office Supplies	Paper	Small Box	0.37
1039422	Xerox 1996	Office Supplies	Paper	Small Box	0.37
653263	Xerox 1997	Office Supplies	Paper	Small Box	0.37
1036589	Xerox 1998	Office Supplies	Paper	Small Box	0.37
429039	Xerox 2	Office Supplies	Paper	Small Box	0.37
995207	Xerox 20	Office Supplies	Paper	Small Box	0.37
202436	Xerox 200	Office Supplies	Paper	Small Box	0.37
814247	Xerox 204	Office Supplies	Paper	Small Box	0.37
1044002	Xerox 207	Office Supplies	Paper	Small Box	0.37
105479	Xerox 209	Office Supplies	Paper	Small Box	0.37
160229	Xerox 21	Office Supplies	Paper	Small Box	0.37
620362	Xerox 210	Office Supplies	Paper	Small Box	0.37
102789	Xerox 212	Office Supplies	Paper	Small Box	0.37
563334	Xerox 213	Office Supplies	Paper	Small Box	0.37
621412	Xerox 214	Office Supplies	Paper	Small Box	0.37
742897	Xerox 215	Office Supplies	Paper	Small Box	0.37
983577	Xerox 216	Office Supplies	Paper	Small Box	0.37
1017940	Xerox 217	Office Supplies	Paper	Small Box	0.37
938591	Xerox 220	Office Supplies	Paper	Small Box	0.37
272882	Xerox 221	Office Supplies	Paper	Small Box	0.37
218565	Xerox 223	Office Supplies	Paper	Small Box	0.37
467344	Xerox 224	Office Supplies	Paper	Small Box	0.37
156272	Xerox 226	Office Supplies	Paper	Small Box	0.37
723460	Xerox 227	Office Supplies	Paper	Small Box	0.37
877412	Xerox 229	Office Supplies	Paper	Small Box	0.37
299508	Xerox 23	Office Supplies	Paper	Small Box	0.37
490474	Xerox 231	Office Supplies	Paper	Small Box	0.37
1031199	Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)	Office Supplies	Paper	Small Box	0.40
153113	Xerox Blank Computer Paper	Office Supplies	Paper	Small Box	0.38
996641	XtraLife¨ ClearVueª Slant-D¨ Ring Binders by Cardinal	Office Supplies	Binders and Binder Accessories	Small Box	0.35
827242	Zebra Zazzle Fluorescent Highlighters	Office Supplies	Pens & Art Supplies	Wrap Bag	0.51
90051	Zoom V.92 USB External Faxmodem	Technology	Computer Peripherals	Small Box	0.41
88473	Zoom V.92 V.44 PCI Internal Controllerless FaxModem	Technology	Computer Peripherals	Small Box	0.55
